Item	Question	Answer
gorilla	how many legs does it have if any?	fruits, legs, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, illegal wildlife trade, cities, captivity, agility, many places
gorilla	does it produce eggs?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	is it a prey or a predator?	fruits, predators, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	does it have wings legs or fins?	fruits, legs, wings, fins, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, fingers, authority, illegal wildlife trade, cities, captivity, agility
gorilla	in what continents does it predominantly live?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	is it considered dangerous to humans?	fruits, humans, habitat, habitat loss, jumping abilities, average human, problemsolving abilities, habitat destruction, authority, cities, captivity, agility, many places
gorilla	is it eaten by humans?	fruits, humans, threats, habitat, habitat loss, jumping abilities, average human, problemsolving abilities, habitat destruction, distinguishable feature, feature is hair, authority, cities, captivity, agility, many places
gorilla	is the animal capable of jumping?	other animals, jumping, jumping abilities, intelligent capable animals, terrestrial animals, arctic animals, wild animals
gorilla	is it taller than humans on average?	fruits, humans, habitat, habitat loss, jumping abilities, average human, problemsolving abilities, habitat destruction, diurnal meaning, authority, cities, captivity, agility, many places
gorilla	does it live in groups?	fruits, habitat, habitat loss, jumping abilities, social called groups, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	is it commonly kept as a pet?	fruits, habitat, habitat loss, jumping abilities, pets, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	does it migrate long distances?	fruits, habitat, habitat loss, jumping abilities, long distances, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	is it known for its intelligence?	fruits, habitat, habitat loss, jumping abilities, dominant known male, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	is it an endangered species?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	is it a nocturnal animal?	fruits, other animals, habitat, habitat loss, jumping abilities, intelligent capable animals, problemsolving abilities, habitat destruction, authority, terrestrial animals, arctic animals, cities, captivity, agility, wild animals
gorilla	does it hibernate?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	does it have sharp teeth?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, sharp claws, authority, cities, captivity, agility
gorilla	does it have sharp claws?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, sharp claws, authority, cities, captivity, agility
gorilla	is it a feline?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, felines, felines felines, authority, cities, captivity, agility
gorilla	is it an amphibian?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, amphibians, authority, cities, captivity, agility
gorilla	is it a reptile?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, reptiles, authority, cities, captivity, agility
gorilla	what is its most distinguishable feature?	distinguishable feature, feature is hair
gorilla	does it have cold or warm blood?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, warm blood, authority, cities, captivity, agility
gorilla	does it hunt in a group?	fruits, hunting, habitat, habitat loss, jumping abilities, social called groups, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	how does it communicate with others of its kind?	fruits, other animals, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	does it have scales?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, scales, cities, captivity, agility
gorilla	is the animal aquatic?	other animals, intelligent capable animals, terrestrial animals, aquatic environments, arctic animals, wild animals
gorilla	is this an arctic animal?	other animals, intelligent capable animals, terrestrial animals, arctic animals, wild animals
gorilla	is this animal exploited by humans?	other animals, humans, average human, intelligent capable animals, distinguishable feature, feature is hair, terrestrial animals, arctic animals, wild animals, many places
gorilla	does the animal live in cities?	other animals, intelligent capable animals, terrestrial animals, arctic animals, cities, wild animals
gorilla	does this animal fly?	other animals, intelligent capable animals, terrestrial animals, arctic animals, wild animals
gorilla	how fast is it?	fruits, habitat, habitat loss, jumping abilities, problemsolving abilities, habitat destruction, authority, cities, captivity, agility
gorilla	what are its dimensions?	
gorilla	does the animal have moist or scaly skin?	other animals, intelligent capable animals, terrestrial animals, arctic animals, skin, wild animals
gorilla	can the animal echolocate?	other animals, intelligent capable animals, terrestrial animals, arctic animals, wild animals
gorilla	can the animal metamorphose?	other animals, intelligent capable animals, terrestrial animals, arctic animals, wild animals
gorilla	can the animal be typically found in a circus?	other animals, intelligent capable animals, terrestrial animals, arctic animals, wild animals, circuses
kangaroo	is it a carnivore or herbivore?	herbivores, cities
kangaroo	is it a vertebrate or invertebrate?	vertebrates, cities
kangaroo	has it ever been domesticated?	cities
kangaroo	is it a mammal?	mammals, other mammals, cities
kangaroo	does it have fur?	fur, cities
kangaroo	in which environments does it live?	environments, cities
kangaroo	what does it eat?	meat, distinguishable feature, feature is legs, cities
kangaroo	how many legs does it have if any?	legs, powerful hind legs, hind legs, legal restrictions, feature is legs, cities, many places
kangaroo	does it produce eggs?	cities
kangaroo	is it a prey or a predator?	prey, prey animals, cities
kangaroo	does it have wings legs or fins?	legs, wings, fins, powerful hind legs, hind legs, legal restrictions, feature is legs, cities
kangaroo	in what continents does it predominantly live?	cities
kangaroo	is it considered dangerous to humans?	humans, cities, many places
kangaroo	is it eaten by humans?	humans, meat, distinguishable feature, feature is legs, cities, many places
